PublicID	OrigID	TrLen	CDSoff	AAqual	TrGaps	Dbxref	Namealign	Product_Name	CDD_Name	Class	Maploc	Mapqual
NonamEVm027849t1	AT1G09415.1	655	161-499	112,51%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019688t1	AT1G74730.1	891	1-735	244,82%,partial5	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm004301t1	AT1G75100.1	2279	32-1987	651,85%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm016428t1	AT1G75240.1	1608	428-1357	309,57%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm006795t1	AT1G14920.1	2129	189-1790	533,75%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm029786t1	AT1G65510.1	480	4-246	80,50%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm026922t1	AT1G75250.1	381	1-381	126,100%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm027295t1	AT1G54410.1	728	311-673	120,49%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm003506t1	AT1G09410.1	2118	1-2118	705,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm027311t1	AT1G54420.1	363	1-363	120,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm000189t1	AT1G54430.1	4920	1-4920	1639,100%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm015367t1	AT1G75090.1	1303	114-1103	329,75%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm020646t1	AT1G36950.1	681	1-681	226,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm013513t1	AT1G50940.1	1389	72-1163	363,78%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm025002t1	AT1G14930.1	719	50-517	155,65%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm024546t1	AT1G65970.1	737	94-582	162,66%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023280t1	AT1G17410.1	795	196-741	181,68%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm014597t1	AT1G31880.1	1574	404-1438	344,65%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm001349t1	AT1G77320.1	3383	209-3127	972,86%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm001863t1	AT1G77500.1	3158	265-2904	879,83%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012929t1	AT1G51320.1	1128	1-1128	375,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019459t1	AT1G43990.1	3294	2534-3283	249,22%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021937t1	AT1G43990.1utrorf	1098	475-1089	204,56%,complete-utrpoor	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm000509t1	AT1G74770.1	3904	1-3780	1259,96%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021055t1	AT1G14890.1	944	32-691	219,69%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm022585t1	AT1G51330.1	582	1-582	193,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm007125t1	AT1G80350.1	1932	177-1748	523,81%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021932t1	AT1G14900.1	1025	80-694	204,60%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm007003t1	AT1G15960.1	2137	17-1600	527,74%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028872t1	AT1G14980.1	690	92-388	98,43%,complete-utrbad	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm003671t1	AT1G14910.1	2413	119-2197	692,86%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm008654t1	AT1G44100.1	2151	463-1905	480,67%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm018642t1	AT1G42450.1	3260	727-1521	264,24%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019631t1	AT1G42450.1utrorf	994	10-747	245,74%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm010022t1	AT1G15000.1	1471	18-1352	444,90%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009823t1	AT1G67160.1	1353	1-1353	450,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028086t1	AT1G42350.1	7480	2261-2590	109,4%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028691t1	AT1G42350.1utrorf	3034	10-315	101,10%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm006785t1	AT1G74780.1	1976	102-1703	533,81%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009039t1	AT1G12680.1	1933	284-1696	470,73%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm003624t1	AT1G74790.1	2458	148-2235	695,84%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm007606t1	AT1G77510.1	1798	93-1619	508,84%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm004810t1	AT1G43980.1	1866	1-1866	621,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm000130t1	AT1G77300.1	5791	136-5553	1805,93%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm014387t1	AT1G80340.1	1083	38-1081	347,96%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009553t1	AT1G65985.1	1456	61-1431	456,94%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm007368t1	AT1G51340.2	1870	25-1572	515,82%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm017793t1	AT1G31860.1	1065	78-923	281,79%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm014365t1	AT1G21070.1	1663	338-1384	348,62%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm004047t1	AT1G51350.1	2441	97-2097	666,81%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm025023t1	AT1G14950.1	845	126-593	155,55%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009169t1	AT1G09440.1	1593	193-1593	466,87%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm013151t1	AT1G09390.1	1341	62-1174	370,82%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm027718t1	AT1G22840.1	730	98-442	114,47%,complete-utrpoor	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm010825t1	AT1G09430.1	1838	140-1414	424,69%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm020539t1	AT1G44010.1	778	35-718	227,87%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012006t1	AT1G80360.1	1492	71-1255	394,79%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028211t1	AT1G73445.1	735	67-390	107,44%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm000911t1	AT1G74720.1	3757	100-3345	1081,86%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm024561t1	AT1G65980.1	890	184-672	162,54%,complete-utrpoor	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm018849t1	AT1G44000.1	1108	193-975	260,70%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm007415t1	AT1G75260.1	1633	46-1587	513,94%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm006044t1	AT1G14970.1	1825	1-1689	562,92%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm014265t1	AT1G42320.1	4574	2958-4010	350,23%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019777t1	AT1G42320.1utrorf	2305	1565-2296	243,31%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023139t1	AT1G14960.1	688	2-553	183,80%,partial5	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm029451t1	AT1G12670.1	305	1-261	86,85%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm000686t1	AT1G73460.1	3703	1-3510	1169,94%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm005252t1	AT1G09450.1	2096	43-1842	599,85%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm025866t1	AT1G51355.1	750	1-429	142,57%,partial5-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm022453t1	AT1G36750.1	1078	492-1076	195,54%,partial3-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm026213t1	AT1G12660.1	414	1-414	137,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm007699t1	AT1G75130.1	1660	40-1557	505,91%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm013000t1	AT1G21120.1	1358	134-1255	373,82%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023920t1	AT1G09740.1	843	72-587	171,61%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023663t1	AT1G50900.1	793	76-603	175,66%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021084t1	AT1G37000.1	660	1-660	219,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm016505t1	AT1G77330.1	1239	91-1014	307,74%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm011489t1	AT1G80400.1	1747	309-1532	407,70%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm006544t1	AT1G74740.1	2047	169-1794	541,79%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm011018t1	AT1G17370.1	1772	213-1472	419,71%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm009841t1	AT1G09750.1	1578	41-1390	449,85%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm008391t1	AT1G75220.1	1944	226-1689	487,75%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm014243t1	AT1G65560.1	1399	126-1178	350,75%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm011894t1	AT1G65570.1	1194	1-1194	397,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm015868t1	AT1G49660.1	1103	64-1023	319,87%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm013003t1	AT1G21100.1	1384	111-1232	373,81%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm006023t1	AT1G29020.1	1695	1-1695	564,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm029155t1	AT1G42310.1	1598	399-677	92,17%,complete-utrbad	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm003350t1	AT1G77310.1	2480	167-2320	717,86%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021640t1	AT1G12610.1	1074	184-813	209,58%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm004904t1	AT1G70820.1	2154	77-1924	615,85%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009336t1	AT1G12640.1	1795	133-1521	462,77%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm004807t1	AT1G12620.1	2407	253-2118	621,77%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm022601t1	AT1G12630.1	587	9-587	192,98%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm004762t1	AT1G65610.1	2115	100-1971	623,88%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm017913t1	AT1G50880.1	840	1-840	279,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm018452t1	AT1G36675.1	807	1-807	268,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm002179t1	AT1G23180.1	2978	405-2909	834,84%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm002095t1	AT1G09770.1	2934	162-2696	844,86%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm004374t1	AT1G75200.1	2279	113-2056	647,85%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023432t1	AT1G80390.1	540	1-540	179,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm002016t1	AT1G74750.1	2568	1-2568	855,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm004446t1	AT1G75210.1	2274	122-2050	642,84%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm014427t1	AT1G44080.1	1044	1-1044	347,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm022161t1	AT1G21140.1	899	82-684	200,67%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm006175t1	AT1G09780.1	1911	58-1731	557,87%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009645t1	AT1G09790.1	1451	1-1365	454,94%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019448t1	AT1G09760.1	1190	90-839	249,63%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm026606t1	AT1G75190.1	846	217-612	131,46%,complete-utrpoor	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm003646t1	AT1G49730.1	2237	44-2125	693,93%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm011795t1	AT1G79220.1	1591	293-1492	399,75%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm011934t1	AT1G50870.1	1191	1-1191	396,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm006723t1	AT1G65590.1	1922	97-1704	535,83%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm016099t1	AT1G75180.1	1543	282-1229	315,61%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm013061t1	AT1G09800.1	1442	86-1204	372,77%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm002279t1	AT1G50890.1	2877	288-2753	821,85%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm024321t1	AT1G70810.1	720	78-575	165,69%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm013001t1	AT1G21130.1	1365	136-1257	373,82%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm000848t1	AT1G65580.1	3729	140-3445	1101,88%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023729t1	AT1G70800.1	717	53-577	174,73%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm011232t1	AT1G09795.1	1516	55-1296	413,81%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009570t1	AT1G80380.2	1704	114-1484	456,80%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm011822t1	AT1G55890.1	1455	19-1215	398,82%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019902t1	AT1G65520.1	962	101-823	240,75%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012950t1	AT1G49650.1	1383	148-1272	374,81%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm025388t1	AT1G36690.1	2077	1627-2076	150,21%,partial3-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012002t1	AT1G75230.2	1436	96-1280	394,82%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm003150t1	AT1G44050.1	2253	49-2253	734,97%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023720t1	AT1G09370.1	540	6-530	174,97%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm007896t1	AT1G50910.1	1927	95-1597	500,77%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm004872t1	AT1G75140.1	2227	261-2114	617,83%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009364t1	AT1G80370.1	1588	203-1588	461,87%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm029363t1	AT1G36740.1	1888	1463-1729	88,14%,complete-utrbad	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm010281t1	AT1G36730.1	2286	471-1790	439,57%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm002628t1	AT1G75150.1	2738	62-2416	784,86%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm007171t1	AT1G12580.1	1972	250-1818	522,79%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm030521t1	AT1G70860.1	198	1-198	65,100%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm017378t1	AT1G36975.1	4391	2473-3345	290,19%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019354t1	AT1G36975.1utrorf	763	2-754	250,98%,partial5	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm004542t1	AT1G73850.1	2091	113-2020	635,91%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm018120t1	AT1G17380.1	1133	143-967	274,72%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm015707t1	AT1G31885.1	972	1-972	323,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm007322t1	AT1G77360.1	1554	1-1554	517,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm005301t1	AT1G44030.1	2407	78-1871	597,74%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm003135t1	AT1G65540.1	2211	1-2211	736,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012972t1	AT1G09380.1	1568	228-1352	374,71%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023502t1	AT1G44045.1	5031	633-1169	178,10%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm027445t1	AT1G44045.1utrorf	1735	10-366	118,20%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm016300t1	AT1G44040.1	1401	27-962	311,66%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm013208t1	AT1G77470.1	1468	113-1222	369,75%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028026t1	AT1G36745.1	333	1-333	110,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm005597t1	AT1G23190.1	2112	78-1829	583,82%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm005832t1	AT1G12570.1	2027	110-1828	572,84%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm010284t1	AT1G36970.1	1320	1-1320	439,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009362t1	AT1G15980.1	1566	17-1402	461,88%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm010741t1	AT1G77490.1	1596	147-1427	426,80%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm025475t1	AT1G10960.1	654	60-506	148,68%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012179t1	AT1G67130.1	1176	1-1176	391,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012867t1	AT1G55900.1	1534	96-1226	376,73%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm003462t1	AT1G15990.1	2130	1-2130	709,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm011958t1	AT1G75160.1	1465	98-1285	395,81%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023943t1	AT1G44060.1	2523	1-516	171,20%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm016068t1	AT1G49640.1	1192	86-1033	315,79%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm029850t1	AT1G36700.1	564	2-241	79,42%,complete-utrbad	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm005631t1	AT1G36990.1	2837	790-2535	581,61%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm014286t1	AT1G12600.1	1279	20-1069	349,82%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm001394t1	AT1G09730.1	3386	145-3036	963,85%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm011674t1	AT1G77340.1	1486	1-1209	402,81%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023911t1	AT1G70840.1	756	53-568	171,68%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm017912t1	AT1G49700.1	840	1-840	279,100%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm026315t1	AT1G36980.1	678	57-464	135,60%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm006553t1	AT1G65550.1	1626	1-1626	541,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019812t1	AT1G21090.1	1313	226-954	242,55%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm017001t1	AT1G42290.1	3130	1496-2392	298,28%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm025540t1	AT1G42290.1utrorf	455	3-446	147,97%,partial5	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm003424t1	AT1G79600.1	2490	175-2310	711,85%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm027664t1	AT1G36710.1	1294	950-1294	115,26%,partial3-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm006302t1	AT1G65950.1	1837	26-1681	551,90%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm001562t1	AT1G09720.1	2787	1-2787	928,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm029263t1	AT1G44085.1	273	1-273	90,100%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm020957t1	AT1G36880.1	1883	441-1106	221,35%,complete-utrbad	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm019157t1	AT1G36880.1utrorf	771	10-771	254,98%,partial3	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm011364t1	AT1G65930.1	1703	203-1435	410,72%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm020397t1	AT1G74930.1	918	3-695	230,75%,partial5	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm026364t1	AT1G51050.1	612	211-612	134,65%,partial3	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm002333t1	AT1G77410.1	2638	117-2564	815,92%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm018580t1	AT1G74840.1	1190	89-886	265,67%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm012732t1	AT1G51140.1	1625	141-1280	379,70%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012296t1	AT1G09550.1	1240	74-1240	388,94%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021085t1	AT1G51150.1	660	1-660	219,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm011204t1	AT1G09640.1	1795	177-1421	414,69%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm029308t1	AT1G43840.1	2143	752-1021	89,12%,complete-utrbad	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm002015t1	AT1G36840.1	3210	110-2677	855,80%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm027539t1	AT1G10920.1utrorf	481	122-472	116,72%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm013363t1	AT1G09540.1	1498	175-1275	366,73%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm022431t1	AT1G71015.1	840	100-687	195,70%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021171t1	AT1G09630.1	938	138-791	217,69%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021135t1	AT1G42393.1	657	1-657	218,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm020302t1	AT1G77400.1	1054	71-769	232,66%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm011759t1	AT1G74860.1	1598	114-1316	400,75%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012308t1	AT1G73840.1	1455	37-1203	388,80%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023771t1	AT1G36925.1	525	1-525	174,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
